업종,연령대,성별,구분,항목,응답수
캠핑용품,30~39세,남성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",4
캠핑용품,30~39세,남성,"KBF 1,2,3순위 (중복응답)",매장 환경,3
캠핑용품,30~39세,남성,광고영향력,전혀 없다,1
캠핑용품,30~39세,남성,광고영향력,없는 편이다,8
캠핑용품,30~39세,남성,광고영향력,보통이다,34
캠핑용품,30~39세,남성,광고영향력,있는 편이다,36
캠핑용품,30~39세,남성,광고영향력,매우 있다,4
인테리어 서비스,30~39세,남성,최근 6개월 내 구매 경험,있다,55
인테리어 서비스,30~39세,남성,최근 6개월 내 구매 경험,없다,177
인테리어 서비스,30~39세,남성,향후 6개월 내 구매 의향,구매의향이 있다,83
인테리어 서비스,30~39세,남성,향후 6개월 내 구매 의향,없다,149
인테리어 서비스,30~39세,남성,KBF 1순위,다양한 상품 판매,22
인테리어 서비스,30~39세,남성,KBF 1순위,인테리어 제품별 디테일한 정보 제공,6
인테리어 서비스,30~39세,남성,KBF 1순위,트렌디한 인테리어 예시 보유,12
인테리어 서비스,30~39세,남성,KBF 1순위,"브랜드(인지도, 이미지 등)",7
인테리어 서비스,30~39세,남성,KBF 1순위,주위의 평판/입소문/후기,8
인테리어 서비스,30~39세,남성,KBF 1순위,"정보 검색 편의성 (필터, 기능 등)",6
인테리어 서비스,30~39세,남성,KBF 1순위,인테리어 관련 제품 검색 편의성,2
인테리어 서비스,30~39세,남성,KBF 1순위,"다양한 부가 서비스 제공 (인테리어 시공, 수리 등)",5
인테리어 서비스,30~39세,남성,KBF 1순위,이벤트/프로모션,7
인테리어 서비스,30~39세,남성,KBF 1순위,다양한 브랜드 입점,3
인테리어 서비스,30~39세,남성,KBF 1순위,고객 응대 서비스,2
인테리어 서비스,30~39세,남성,KBF 1순위,App 완성도 (UI 및 속도 등),4
인테리어 서비스,30~39세,남성,KBF 1순위,편의 서비스(3D 인테리어 도면 서비스 등),5
인테리어 서비스,30~39세,남성,KBF 1순위,"광고(스토리, 모델, 메시지)",1
인테리어 서비스,30~39세,남성,KBF 1순위,가격,0
인테리어 서비스,30~39세,남성,KBF 1순위,접근성,0
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",다양한 상품 판매,36
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",인테리어 제품별 디테일한 정보 제공,24
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문/후기,25
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",트렌디한 인테리어 예시 보유,28
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",14
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",인테리어 관련 제품 검색 편의성,15
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)","다양한 부가 서비스 제공 (인테리어 시공, 수리 등)",13
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",이벤트/프로모션,22
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)","정보 검색 편의성 (필터, 기능 등)",19
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",고객 응대 서비스,14
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",다양한 브랜드 입점,5
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",편의 서비스(3D 인테리어 도면 서비스 등),11
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",App 완성도 (UI 및 속도 등),6
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",6
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",가격,1
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",품질,0
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",배송속도,0
인테리어 서비스,30~39세,남성,"KBF 1,2,3순위 (중복응답)",접근성,0
인테리어 서비스,30~39세,남성,광고영향력,전혀 없다,1
인테리어 서비스,30~39세,남성,광고영향력,없는 편이다,4
인테리어 서비스,30~39세,남성,광고영향력,보통이다,19
인테리어 서비스,30~39세,남성,광고영향력,있는 편이다,54
인테리어 서비스,30~39세,남성,광고영향력,매우 있다,12
스킨케어,40~49세,남성,KBF 1순위,보습력/유분감,25
스킨케어,40~49세,남성,KBF 1순위,"기능성(미백, 주름개선 등)",19
스킨케어,40~49세,남성,KBF 1순위,저자극성,8
스킨케어,40~49세,남성,KBF 1순위,함유성분/원료,4
스킨케어,40~49세,남성,KBF 1순위,가격,15
스킨케어,40~49세,남성,KBF 1순위,주위의 평판/입소문,5
스킨케어,40~49세,남성,KBF 1순위,"브랜드(인지도, 이미지 등)",7
스킨케어,40~49세,남성,KBF 1순위,할인/이벤트,3
스킨케어,40~49세,남성,KBF 1순위,질감/농도,2
스킨케어,40~49세,남성,KBF 1순위,양/용량,1
스킨케어,40~49세,남성,KBF 1순위,향,3
스킨케어,40~49세,남성,KBF 1순위,전문가/인플루언서 추천,0
스킨케어,40~49세,남성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",3
스킨케어,40~49세,남성,KBF 1순위,패키지/용기 편리성,2
스킨케어,40~49세,남성,KBF 1순위,"광고(스토리, 모델, 메시지)",0
스킨케어,40~49세,남성,KBF 1순위,제품 디자인,0
스킨케어,40~49세,남성,KBF 1순위,리뷰,0
스킨케어,40~49세,남성,KBF 1순위,트러블 유무,0
스킨케어,40~49세,남성,KBF 1순위,사용 경험,0
스킨케어,40~49세,남성,KBF 1순위,피부 적합도,0
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",보습력/유분감,51
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)","기능성(미백, 주름개선 등)",38
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",가격,41
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",저자극성,32
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",함유성분/원료,20
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,18
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,13
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",14
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",양/용량,8
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",질감/농도,7
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",향,13
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,8
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",패키지/용기 편리성,7
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",3
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",제품 디자인,4
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",2
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",트러블 유무,0
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",피부 적합도,0
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",리뷰,0
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",사용 경험,0
스킨케어,40~49세,남성,"KBF 1,2,3순위 (중복응답)",ESG,0
스킨케어,40~49세,남성,최근 6개월 내 구매 경험,있다,81
스킨케어,40~49세,남성,최근 6개월 내 구매 경험,없다,56
스킨케어,40~49세,남성,향후 6개월 내 구매 의향,구매의향이 있다,92
스킨케어,40~49세,남성,향후 6개월 내 구매 의향,없다,45
스킨케어,40~49세,남성,광고영향력,전혀 없다,3
스킨케어,40~49세,남성,광고영향력,없는 편이다,4
스킨케어,40~49세,남성,광고영향력,보통이다,31
스킨케어,40~49세,남성,광고영향력,있는 편이다,54
스킨케어,40~49세,남성,광고영향력,매우 있다,5
뷰티 디바이스,40~49세,남성,최근 6개월 내 구매 경험,있다,47
뷰티 디바이스,40~49세,남성,최근 6개월 내 구매 경험,없다,90
뷰티 디바이스,40~49세,남성,향후 6개월 내 구매 의향,구매의향이 있다,53
뷰티 디바이스,40~49세,남성,향후 6개월 내 구매 의향,없다,84
뷰티 디바이스,40~49세,남성,KBF 1순위,성능/기능/작동 방식,16
뷰티 디바이스,40~49세,남성,KBF 1순위,"안전성(유해물질, 승인 여부 등)",7
뷰티 디바이스,40~49세,남성,KBF 1순위,주위의 평판/입소문,5
뷰티 디바이스,40~49세,남성,KBF 1순위,가격,4
뷰티 디바이스,40~49세,남성,KBF 1순위,"브랜드(인지도, 이미지 등)",7
뷰티 디바이스,40~49세,남성,KBF 1순위,회사 신뢰도,8
뷰티 디바이스,40~49세,남성,KBF 1순위,관리 편의성,4
뷰티 디바이스,40~49세,남성,KBF 1순위,전문가/인플루언서 추천,1
뷰티 디바이스,40~49세,남성,KBF 1순위,할인/이벤트,2
뷰티 디바이스,40~49세,남성,KBF 1순위,A/S,2
뷰티 디바이스,40~49세,남성,KBF 1순위,"부가기능 (다양한 모드, 강도 조절 등)",2
뷰티 디바이스,40~49세,남성,KBF 1순위,"광고(스토리, 모델, 메시지)",1
뷰티 디바이스,40~49세,남성,KBF 1순위,제조 국가,0
뷰티 디바이스,40~49세,남성,KBF 1순위,유행,1
뷰티 디바이스,40~49세,남성,KBF 1순위,제품 디자인,1
뷰티 디바이스,40~49세,남성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",1
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",성능/기능/작동 방식,35
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","안전성(유해물질, 승인 여부 등)",21
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",가격,26
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,15
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",관리 편의성,10
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",13
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,17
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","부가기능 (다양한 모드, 강도 조절 등)",8
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",A/S,5
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,6
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,11
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",제품 디자인,5
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",2
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",제조 국가,2
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",4
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",유행,1
뷰티 디바이스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",리뷰,0
뷰티 디바이스,40~49세,남성,광고영향력,전혀 없다,1
뷰티 디바이스,40~49세,남성,광고영향력,없는 편이다,0
뷰티 디바이스,40~49세,남성,광고영향력,보통이다,15
뷰티 디바이스,40~49세,남성,광고영향력,있는 편이다,40
뷰티 디바이스,40~49세,남성,광고영향력,매우 있다,6
건강기능식품,40~49세,남성,최근 6개월 내 구매 경험,있다,103
건강기능식품,40~49세,남성,최근 6개월 내 구매 경험,없다,34
건강기능식품,40~49세,남성,향후 6개월 내 구매 의향,구매의향이 있다,110
건강기능식품,40~49세,남성,향후 6개월 내 구매 의향,없다,27
건강기능식품,40~49세,남성,KBF 1순위,영양성분/함량,37
건강기능식품,40~49세,남성,KBF 1순위,구성 원재료,16
건강기능식품,40~49세,남성,KBF 1순위,"브랜드(인지도, 이미지 등)",10
건강기능식품,40~49세,남성,KBF 1순위,가격,6
건강기능식품,40~49세,남성,KBF 1순위,주위의 평판/입소문,6
건강기능식품,40~49세,남성,KBF 1순위,회사 신뢰도,8
건강기능식품,40~49세,남성,KBF 1순위,제품 섭취 타입(고체형/액상형 등),8
건강기능식품,40~49세,남성,KBF 1순위,재료 원산지,4
건강기능식품,40~49세,남성,KBF 1순위,전문가/인플루언서 추천,6
건강기능식품,40~49세,남성,KBF 1순위,양/용량,2
건강기능식품,40~49세,남성,KBF 1순위,할인/이벤트,2
건강기능식품,40~49세,남성,KBF 1순위,맛,3
건강기능식품,40~49세,남성,KBF 1순위,"광고(스토리, 모델, 메시지)",3
건강기능식품,40~49세,남성,KBF 1순위,패키지/포장 형태,1
건강기능식품,40~49세,남성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",0
건강기능식품,40~49세,남성,KBF 1순위,효능,0
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",영양성분/함량,64
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",가격,44
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",구성 원재료,32
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",30
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,31
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,19
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",제품 섭취 타입(고체형/액상형 등),22
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",재료 원산지,16
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",양/용량,17
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,15
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,11
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",맛,6
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",패키지/포장 형태,6
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",4
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",2
건강기능식품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",효능,0
건강기능식품,40~49세,남성,광고영향력,전혀 없다,0
건강기능식품,40~49세,남성,광고영향력,없는 편이다,7
건강기능식품,40~49세,남성,광고영향력,보통이다,37
건강기능식품,40~49세,남성,광고영향력,있는 편이다,59
건강기능식품,40~49세,남성,광고영향력,매우 있다,9
건강보조기구,40~49세,남성,최근 6개월 내 구매 경험,있다,75
건강보조기구,40~49세,남성,최근 6개월 내 구매 경험,없다,62
건강보조기구,40~49세,남성,향후 6개월 내 구매 의향,구매의향이 있다,72
건강보조기구,40~49세,남성,향후 6개월 내 구매 의향,없다,65
건강보조기구,40~49세,남성,KBF 1순위,성능/기능/작동 방식,26
건강보조기구,40~49세,남성,KBF 1순위,가격,14
건강보조기구,40~49세,남성,KBF 1순위,"안전성(유해물질, 승인 여부 등)",5
건강보조기구,40~49세,남성,KBF 1순위,"브랜드(인지도, 이미지 등)",8
건강보조기구,40~49세,남성,KBF 1순위,주위의 평판/입소문,12
건강보조기구,40~49세,남성,KBF 1순위,회사 신뢰도,7
건강보조기구,40~49세,남성,KBF 1순위,A/S,4
건강보조기구,40~49세,남성,KBF 1순위,전문가/인플루언서 추천,3
건강보조기구,40~49세,남성,KBF 1순위,할인/이벤트,7
건강보조기구,40~49세,남성,KBF 1순위,관리 편의성,1
건강보조기구,40~49세,남성,KBF 1순위,"부가기능 (다양한 모드, 강도 조절 등)",2
건강보조기구,40~49세,남성,KBF 1순위,"광고(스토리, 모델, 메시지)",0
건강보조기구,40~49세,남성,KBF 1순위,유행,2
건강보조기구,40~49세,남성,KBF 1순위,제품 디자인,1
건강보조기구,40~49세,남성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",0
건강보조기구,40~49세,남성,KBF 1순위,사용 경험,0
건강보조기구,40~49세,남성,KBF 1순위,리뷰,0
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",성능/기능/작동 방식,47
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",가격,45
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)","안전성(유해물질, 승인 여부 등)",21
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",A/S,24
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,23
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",22
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)","부가기능 (다양한 모드, 강도 조절 등)",10
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",관리 편의성,12
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,16
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,17
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,13
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",제품 디자인,4
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",3
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",유행,6
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",2
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",리뷰,0
건강보조기구,40~49세,남성,"KBF 1,2,3순위 (중복응답)",사용 경험,0
건강보조기구,40~49세,남성,광고영향력,전혀 없다,1
건강보조기구,40~49세,남성,광고영향력,없는 편이다,2
건강보조기구,40~49세,남성,광고영향력,보통이다,15
건강보조기구,40~49세,남성,광고영향력,있는 편이다,69
건강보조기구,40~49세,남성,광고영향력,매우 있다,5
국내 숙박 예약서비스,40~49세,남성,최근 6개월 내 구매 경험,있다,135
국내 숙박 예약서비스,40~49세,남성,최근 6개월 내 구매 경험,없다,137
국내 숙박 예약서비스,40~49세,남성,향후 6개월 내 구매 의향,구매의향이 있다,188
국내 숙박 예약서비스,40~49세,남성,향후 6개월 내 구매 의향,없다,84
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,저렴한 가격/특가 상품,47
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,"편의성 (이용, 예약, 환불 등)",23
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,"다양한 숙소 종류 예약 가능(호텔, 펜션 등)",23
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,다양한 숙소 보유,20
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,"숙소 검색 편의성(위치, 테마 등)",18
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,숙소별 디테일한 정보 제공,10
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,이용자 리뷰 제공 퀄리티,9
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,주위의 평판/입소문/후기,10
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,"포인트, 적립, 멤버십 혜택",7
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,"브랜드(인지도, 이미지 등)",12
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,고객 응대 서비스,4
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,App 완성도 (UI 및 속도 등),3
국내 숙박 예약서비스,40~49세,남성,KBF 1순위,"광고(스토리, 모델, 메시지)",5
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",저렴한 가격/특가 상품,101
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","편의성 (이용, 예약, 환불 등)",63
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","다양한 숙소 종류 예약 가능(호텔, 펜션 등)",55
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","숙소 검색 편의성(위치, 테마 등)",50
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",다양한 숙소 보유,43
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",숙소별 디테일한 정보 제공,53
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",이용자 리뷰 제공 퀄리티,37
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문/후기,36
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","포인트, 적립, 멤버십 혜택",29
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",18
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",고객 응대 서비스,14
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",App 완성도 (UI 및 속도 등),9
국내 숙박 예약서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",10
국내 숙박 예약서비스,40~49세,남성,광고영향력,전혀 없다,4
국내 숙박 예약서비스,40~49세,남성,광고영향력,없는 편이다,17
국내 숙박 예약서비스,40~49세,남성,광고영향력,보통이다,68
국내 숙박 예약서비스,40~49세,남성,광고영향력,있는 편이다,90
국내 숙박 예약서비스,40~49세,남성,광고영향력,매우 있다,12
캠핑용품,40~49세,남성,최근 6개월 내 구매 경험,있다,71
캠핑용품,40~49세,남성,최근 6개월 내 구매 경험,없다,201
캠핑용품,40~49세,남성,향후 6개월 내 구매 의향,구매의향이 있다,87
캠핑용품,40~49세,남성,향후 6개월 내 구매 의향,없다,185
캠핑용품,40~49세,남성,KBF 1순위,"품질(내구성, 마감 등)",18
캠핑용품,40~49세,남성,KBF 1순위,"성능 (방수, 방한, 편의 기능, 안정성)",17
캠핑용품,40~49세,남성,KBF 1순위,가격,14
캠핑용품,40~49세,남성,KBF 1순위,"이용 편의성(설치, 해체, 보관 등)",6
캠핑용품,40~49세,남성,KBF 1순위,"브랜드(인지도, 이미지 등)",12
캠핑용품,40~49세,남성,KBF 1순위,휴대성,4
캠핑용품,40~49세,남성,KBF 1순위,제품 디자인,4
캠핑용품,40~49세,남성,KBF 1순위,주위의 평판/입소문,4
캠핑용품,40~49세,남성,KBF 1순위,A/S,4
캠핑용품,40~49세,남성,KBF 1순위,트렌디함,3
캠핑용품,40~49세,남성,KBF 1순위,크기/중량,4
캠핑용품,40~49세,남성,KBF 1순위,친환경적,0
캠핑용품,40~49세,남성,KBF 1순위,브랜드 원산지,5
캠핑용품,40~49세,남성,KBF 1순위,구입 용이(판매처 많음),0
캠핑용품,40~49세,남성,KBF 1순위,"광고(스토리, 모델, 메시지)",2
캠핑용품,40~49세,남성,KBF 1순위,이벤트/프로모션,2
캠핑용품,40~49세,남성,KBF 1순위,매장 환경,1
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)","품질(내구성, 마감 등)",47
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",가격,36
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)","성능 (방수, 방한, 편의 기능, 안정성)",39
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)","이용 편의성(설치, 해체, 보관 등)",25
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",휴대성,16
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",제품 디자인,18
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",20
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,13
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",크기/중량,13
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",A/S,14
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",구입 용이(판매처 많음),7
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",트렌디함,9
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",친환경적,1
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",이벤트/프로모션,6
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",브랜드 원산지,8
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",4
캠핑용품,40~49세,남성,"KBF 1,2,3순위 (중복응답)",매장 환경,3
캠핑용품,40~49세,남성,광고영향력,전혀 없다,2
캠핑용품,40~49세,남성,광고영향력,없는 편이다,12
캠핑용품,40~49세,남성,광고영향력,보통이다,35
캠핑용품,40~49세,남성,광고영향력,있는 편이다,49
캠핑용품,40~49세,남성,광고영향력,매우 있다,2
인테리어 서비스,40~49세,남성,최근 6개월 내 구매 경험,있다,60
인테리어 서비스,40~49세,남성,최근 6개월 내 구매 경험,없다,212
인테리어 서비스,40~49세,남성,향후 6개월 내 구매 의향,구매의향이 있다,96
인테리어 서비스,40~49세,남성,향후 6개월 내 구매 의향,없다,176
인테리어 서비스,40~49세,남성,KBF 1순위,다양한 상품 판매,9
인테리어 서비스,40~49세,남성,KBF 1순위,인테리어 제품별 디테일한 정보 제공,15
인테리어 서비스,40~49세,남성,KBF 1순위,트렌디한 인테리어 예시 보유,9
인테리어 서비스,40~49세,남성,KBF 1순위,"브랜드(인지도, 이미지 등)",14
인테리어 서비스,40~49세,남성,KBF 1순위,주위의 평판/입소문/후기,9
인테리어 서비스,40~49세,남성,KBF 1순위,"정보 검색 편의성 (필터, 기능 등)",8
인테리어 서비스,40~49세,남성,KBF 1순위,인테리어 관련 제품 검색 편의성,12
인테리어 서비스,40~49세,남성,KBF 1순위,"다양한 부가 서비스 제공 (인테리어 시공, 수리 등)",9
인테리어 서비스,40~49세,남성,KBF 1순위,이벤트/프로모션,8
인테리어 서비스,40~49세,남성,KBF 1순위,다양한 브랜드 입점,2
인테리어 서비스,40~49세,남성,KBF 1순위,고객 응대 서비스,3
인테리어 서비스,40~49세,남성,KBF 1순위,App 완성도 (UI 및 속도 등),5
인테리어 서비스,40~49세,남성,KBF 1순위,편의 서비스(3D 인테리어 도면 서비스 등),5
인테리어 서비스,40~49세,남성,KBF 1순위,"광고(스토리, 모델, 메시지)",3
인테리어 서비스,40~49세,남성,KBF 1순위,가격,1
인테리어 서비스,40~49세,남성,KBF 1순위,접근성,0
인테리어 서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",다양한 상품 판매,28
인테리어 서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",인테리어 제품별 디테일한 정보 제공,42
인테리어 서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문/후기,34
인테리어 서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",트렌디한 인테리어 예시 보유,19
인테리어 서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",30
인테리어 서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",인테리어 관련 제품 검색 편의성,24
인테리어 서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)","다양한 부가 서비스 제공 (인테리어 시공, 수리 등)",26
인테리어 서비스,40~49세,남성,"KBF 1,2,3순위 (중복응답)",이벤트/프로모션,20
